col
18.4881
16.6203
14.9722
13.505
12.1531
11.0236
10.22
9.70425
9.22733
7.86637
6.73432
5.83776
5.13816
4.57144
3.2573
2.38503
2.04663
1.65776
1.25739
0.589138
0.0248031
-0.0318941
-0.0320443
-0.0320541
-0.0320739
-0.032074
-0.0320788
-0.0320813
-0.0320833
-0.0320842
-0.0320843
-0.0320846
-0.032086
-0.032086
-0.032086
-0.0320861
-0.0320861
-0.0320862
-0.0320866
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320867
-0.0320868
-0.0320871
-0.0320871
-0.0320872
-0.0320872
-0.0320872
-0.0320872
-0.0320872
-0.0320877
-0.0320877
-0.0320877
-0.0320877
-0.0320877
-0.0320877
-0.0320878
-0.0320878
-0.0320879
-0.0320879
-0.0320879
-0.0320879
-0.0320879
-0.0320879
-0.0320879
-0.032088
-0.032088
-0.032088
-0.032088
-0.032088
-0.032088
-0.032088
-0.032088
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
-0.0320884
