col
80.9658
20.4937
19.5373
18.3296
17.4053
16.3388
14.95
13.9625
12.7968
11.4768
10.3952
9.30665
8.04513
6.53518
5.44868
4.89479
4.60857
4.41936
4.32658
4.25896
4.20946
4.17577
4.15397
4.13821
4.12763
4.10442
4.09823
4.08983
4.08621
4.08389
4.07808
4.07372
4.05701
4.05004
4.04408
4.04113
4.03767
4.0339
4.03349
4.03301
4.03186
4.02718
4.02475
4.01923
4.01707
4.01605
4.01547
4.01539
4.01527
4.0151
4.01468
4.01176
4.01121
4.01121
4.01104
4.01079
4.01042
4.01025
4.00966
4.00703
4.00653
4.00652
4.00501
4.00486
4.00486
4.00474
4.0046
4.00459
4.0045
4.00448
4.00395
4.00395
4.0038
4.0038
4.00338
4.00338
4.00305
4.00304
4.00282
4.00278
4.00278
4.00277
4.00273
4.00272
4.00257
4.00255
4.00239
4.00234
4.00143
4.00141
4.00139
4.00096
3.99964
3.99904
3.99888
3.9987
3.99867
3.99861
3.99855
3.99752
0.228771
0.228651
0.228641
0.228636
0.228632
0.228631
0.228628
0.228626
0.228626
0.228625
0.228625
0.228625
0.228624
0.228623
0.228623
0.228622
0.228622
0.228622
0.228621
0.228621
0.228621
0.228621
0.228621
0.228621
0.228621
0.228621
0.228621
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.22862
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
0.228619
