col
0.000380906
3.83133e-05
1.27807e-05
6.88697e-06
1.71026e-06
1.62754e-06
1.30999e-06
1.08174e-06
9.79992e-07
9.79992e-07
9.43384e-07
5.75349e-07
5.71999e-07
4.84832e-07
4.18519e-07
3.80496e-07
3.24252e-07
3.20308e-07
2.8452e-07
2.8452e-07
2.55208e-07
2.34535e-07
2.34481e-07
2.30419e-07
1.30742e-07
1.30398e-07
1.29284e-07
1.24292e-07
1.24113e-07
1.19449e-07
1.14244e-07
1.14244e-07
1.14244e-07
1.13974e-07
6.85701e-08
5.44873e-08
4.81294e-08
4.24353e-08
4.23693e-08
4.23418e-08
4.13597e-08
4.13597e-08
4.13597e-08
4.07786e-08
3.94115e-08
3.77636e-08
3.77227e-08
3.75991e-08
3.75991e-08
3.75991e-08
3.75001e-08
3.55198e-08
3.55198e-08
3.55198e-08
3.55198e-08
3.55198e-08
3.55198e-08
3.47714e-08
3.44274e-08
3.44274e-08
3.44274e-08
3.30118e-08
3.30118e-08
3.30118e-08
3.30118e-08
3.27266e-08
3.27266e-08
2.46083e-08
2.46083e-08
2.44114e-08
2.28795e-08
2.0363e-08
2.0363e-08
2.0363e-08
1.07488e-08
1.07488e-08
1.04911e-08
1.04911e-08
1.04911e-08
1.04911e-08
1.04911e-08
1.04911e-08
1.04911e-08
1.04911e-08
9.24591e-09
6.67044e-09
6.2705e-09
6.2705e-09
6.2705e-09
6.2705e-09
5.93839e-09
5.93839e-09
5.93839e-09
5.93839e-09
5.93839e-09
5.93839e-09
5.09897e-09
5.09897e-09
5.09897e-09
5.09897e-09
